genome_id	species_id	genome_path	_old_genome_id	ncbi_assembly_name	ncbi_assembly_biosample	comments
Escherichia-coli-GCF_030204085-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204085-1/assembly.fa		GCA_030204085.1	SAMN33450164	From PRJNA938932 GCA_030204085.1;
Escherichia-coli-GCF_030204105-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204105-1/assembly.fa		GCA_030204105.1	SAMN33450163	From PRJNA938932 GCA_030204105.1;
Escherichia-coli-GCF_030204135-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204135-1/assembly.fa		GCA_030204135.1	SAMN33450166	From PRJNA938932 GCA_030204135.1;
Escherichia-coli-GCF_030204155-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204155-1/assembly.fa		GCA_030204155.1	SAMN33450162	From PRJNA938932 GCA_030204155.1;
Escherichia-coli-GCF_030204165-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204165-1/assembly.fa		GCA_030204165.1	SAMN33450161	From PRJNA938932 GCA_030204165.1;
Escherichia-coli-GCF_030204185-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204185-1/assembly.fa		GCA_030204185.1	SAMN33450159	From PRJNA938932 GCA_030204185.1;
Escherichia-coli-GCF_030204215-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204215-1/assembly.fa		GCA_030204215.1	SAMN33450160	From PRJNA938932 GCA_030204215.1;
Escherichia-coli-GCF_030204225-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204225-1/assembly.fa		GCA_030204225.1	SAMN33450165	From PRJNA938932 GCA_030204225.1;
Escherichia-coli-GCF_030204255-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204255-1/assembly.fa		GCA_030204255.1	SAMN33450156	From PRJNA938932 GCA_030204255.1;
Escherichia-coli-GCF_030204265-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204265-1/assembly.fa		GCA_030204265.1	SAMN33450157	From PRJNA938932 GCA_030204265.1;
Escherichia-coli-GCF_030204295-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204295-1/assembly.fa		GCA_030204295.1	SAMN33450158	From PRJNA938932 GCA_030204295.1;
Escherichia-coli-GCF_030204315-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204315-1/assembly.fa		GCA_030204315.1	SAMN33450155	From PRJNA938932 GCA_030204315.1;
Escherichia-coli-GCF_030204335-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204335-1/assembly.fa		GCA_030204335.1	SAMN33450154	From PRJNA938932 GCA_030204335.1;
Escherichia-coli-GCF_030204355-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204355-1/assembly.fa		GCA_030204355.1	SAMN33450152	From PRJNA938932 GCA_030204355.1;
Escherichia-coli-GCF_030204375-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204375-1/assembly.fa		GCA_030204375.1	SAMN33450151	From PRJNA938932 GCA_030204375.1;
Escherichia-coli-GCF_030204395-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204395-1/assembly.fa		GCA_030204395.1	SAMN33450150	From PRJNA938932 GCA_030204395.1;
Escherichia-coli-GCF_030204405-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204405-1/assembly.fa		GCA_030204405.1	SAMN33450153	From PRJNA938932 GCA_030204405.1;
Escherichia-coli-GCF_030204435-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204435-1/assembly.fa		GCA_030204435.1	SAMN33450149	From PRJNA938932 GCA_030204435.1;
Escherichia-coli-GCF_030204445-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204445-1/assembly.fa		GCA_030204445.1	SAMN33450148	From PRJNA938932 GCA_030204445.1;
Escherichia-coli-GCF_030204465-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204465-1/assembly.fa		GCA_030204465.1	SAMN33450147	From PRJNA938932 GCA_030204465.1;
Escherichia-coli-GCF_030204495-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204495-1/assembly.fa		GCA_030204495.1	SAMN33450146	From PRJNA938932 GCA_030204495.1;
Escherichia-coli-GCF_030204505-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204505-1/assembly.fa		GCA_030204505.1	SAMN33450145	From PRJNA938932 GCA_030204505.1;
Escherichia-coli-GCF_030204535-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204535-1/assembly.fa		GCA_030204535.1	SAMN33450144	From PRJNA938932 GCA_030204535.1;
Escherichia-coli-GCF_030204545-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204545-1/assembly.fa		GCA_030204545.1	SAMN33450143	From PRJNA938932 GCA_030204545.1;
Escherichia-coli-GCF_030204575-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204575-1/assembly.fa		GCA_030204575.1	SAMN33450142	From PRJNA938932 GCA_030204575.1;
Escherichia-coli-GCF_030204595-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204595-1/assembly.fa		GCA_030204595.1	SAMN33450141	From PRJNA938932 GCA_030204595.1;
Escherichia-coli-GCF_030204615-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204615-1/assembly.fa		GCA_030204615.1	SAMN33450140	From PRJNA938932 GCA_030204615.1;
Escherichia-coli-GCF_030204625-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204625-1/assembly.fa		GCA_030204625.1	SAMN33450139	From PRJNA938932 GCA_030204625.1;
Escherichia-coli-GCF_030204635-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204635-1/assembly.fa		GCA_030204635.1	SAMN33450138	From PRJNA938932 GCA_030204635.1;
Escherichia-coli-GCF_030204675-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204675-1/assembly.fa		GCA_030204675.1	SAMN33450136	From PRJNA938932 GCA_030204675.1;
Escherichia-coli-GCF_030204685-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204685-1/assembly.fa		GCA_030204685.1	SAMN33450137	From PRJNA938932 GCA_030204685.1;
Escherichia-coli-GCF_030204715-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204715-1/assembly.fa		GCA_030204715.1	SAMN33450135	From PRJNA938932 GCA_030204715.1;
Escherichia-coli-GCF_030204725-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204725-1/assembly.fa		GCA_030204725.1	SAMN33450134	From PRJNA938932 GCA_030204725.1;
Escherichia-coli-GCF_030204745-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204745-1/assembly.fa		GCA_030204745.1	SAMN33450133	From PRJNA938932 GCA_030204745.1;
Escherichia-coli-GCF_030204775-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204775-1/assembly.fa		GCA_030204775.1	SAMN33450132	From PRJNA938932 GCA_030204775.1;
Escherichia-coli-GCF_030204795-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204795-1/assembly.fa		GCA_030204795.1	SAMN33450130	From PRJNA938932 GCA_030204795.1;
Escherichia-coli-GCF_030204815-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204815-1/assembly.fa		GCA_030204815.1	SAMN33450128	From PRJNA938932 GCA_030204815.1;
Escherichia-coli-GCF_030204825-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204825-1/assembly.fa		GCA_030204825.1	SAMN33450129	From PRJNA938932 GCA_030204825.1;
Escherichia-coli-GCF_030204855-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204855-1/assembly.fa		GCA_030204855.1	SAMN33450127	From PRJNA938932 GCA_030204855.1;
Escherichia-coli-GCF_030204955-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204955-1/assembly.fa		GCA_030204955.1	SAMN33450122	From PRJNA938932 GCA_030204955.1;
Escherichia-coli-GCF_030204975-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204975-1/assembly.fa		GCA_030204975.1	SAMN33450117	From PRJNA938932 GCA_030204975.1;
Escherichia-coli-GCF_030204995-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030204995-1/assembly.fa		GCA_030204995.1	SAMN33450116	From PRJNA938932 GCA_030204995.1;
Escherichia-coli-GCF_030205035-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205035-1/assembly.fa		GCA_030205035.1	SAMN33450118	From PRJNA938932 GCA_030205035.1;
Escherichia-coli-GCF_030205045-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205045-1/assembly.fa		GCA_030205045.1	SAMN33450120	From PRJNA938932 GCA_030205045.1;
Escherichia-coli-GCF_030205065-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205065-1/assembly.fa		GCA_030205065.1	SAMN33450121	From PRJNA938932 GCA_030205065.1;
Escherichia-coli-GCF_030205075-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205075-1/assembly.fa		GCA_030205075.1	SAMN33450119	From PRJNA938932 GCA_030205075.1;
Escherichia-coli-GCF_030205115-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205115-1/assembly.fa		GCA_030205115.1	SAMN33450113	From PRJNA938932 GCA_030205115.1;
Escherichia-coli-GCF_030205125-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205125-1/assembly.fa		GCA_030205125.1	SAMN33450111	From PRJNA938932 GCA_030205125.1;
Escherichia-coli-GCF_030205145-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205145-1/assembly.fa		GCA_030205145.1	SAMN33450110	From PRJNA938932 GCA_030205145.1;
Escherichia-coli-GCF_030205175-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205175-1/assembly.fa		GCA_030205175.1	SAMN33450112	From PRJNA938932 GCA_030205175.1;
Escherichia-coli-GCF_030205195-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205195-1/assembly.fa		GCA_030205195.1	SAMN33450109	From PRJNA938932 GCA_030205195.1;
Escherichia-coli-GCF_030205215-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205215-1/assembly.fa		GCA_030205215.1	SAMN33450107	From PRJNA938932 GCA_030205215.1;
Escherichia-coli-GCF_030205225-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205225-1/assembly.fa		GCA_030205225.1	SAMN33450108	From PRJNA938932 GCA_030205225.1;
Escherichia-coli-GCF_030205255-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205255-1/assembly.fa		GCA_030205255.1	SAMN33450106	From PRJNA938932 GCA_030205255.1;
Escherichia-coli-GCF_030205275-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205275-1/assembly.fa		GCA_030205275.1	SAMN33450114	From PRJNA938932 GCA_030205275.1;
Escherichia-coli-GCF_030205285-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205285-1/assembly.fa		GCA_030205285.1	SAMN33450105	From PRJNA938932 GCA_030205285.1;
Escherichia-coli-GCF_030205315-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205315-1/assembly.fa		GCA_030205315.1	SAMN33450103	From PRJNA938932 GCA_030205315.1;
Escherichia-coli-GCF_030205335-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205335-1/assembly.fa		GCA_030205335.1	SAMN33450104	From PRJNA938932 GCA_030205335.1;
Escherichia-coli-GCF_030205355-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205355-1/assembly.fa		GCA_030205355.1	SAMN33450102	From PRJNA938932 GCA_030205355.1;
Escherichia-coli-GCF_030205365-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205365-1/assembly.fa		GCA_030205365.1	SAMN33450101	From PRJNA938932 GCA_030205365.1;
Escherichia-coli-GCF_030205395-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205395-1/assembly.fa		GCA_030205395.1	SAMN33450100	From PRJNA938932 GCA_030205395.1;
Escherichia-coli-GCF_030205415-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205415-1/assembly.fa		GCA_030205415.1	SAMN33450099	From PRJNA938932 GCA_030205415.1;
Escherichia-coli-GCF_030205425-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205425-1/assembly.fa		GCA_030205425.1	SAMN33450098	From PRJNA938932 GCA_030205425.1;
Escherichia-coli-GCF_030205455-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205455-1/assembly.fa		GCA_030205455.1	SAMN33450097	From PRJNA938932 GCA_030205455.1;
Escherichia-coli-GCF_030205475-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205475-1/assembly.fa		GCA_030205475.1	SAMN33450096	From PRJNA938932 GCA_030205475.1;
Escherichia-coli-GCF_030205485-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205485-1/assembly.fa		GCA_030205485.1	SAMN33450095	From PRJNA938932 GCA_030205485.1;
Escherichia-coli-GCF_030205515-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205515-1/assembly.fa		GCA_030205515.1	SAMN33450094	From PRJNA938932 GCA_030205515.1;
Escherichia-coli-GCF_030205535-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205535-1/assembly.fa		GCA_030205535.1	SAMN33450093	From PRJNA938932 GCA_030205535.1;
Escherichia-coli-GCF_030205555-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205555-1/assembly.fa		GCA_030205555.1	SAMN33450090	From PRJNA938932 GCA_030205555.1;
Escherichia-coli-GCF_030205575-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205575-1/assembly.fa		GCA_030205575.1	SAMN33450091	From PRJNA938932 GCA_030205575.1;
Escherichia-coli-GCF_030205585-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205585-1/assembly.fa		GCA_030205585.1	SAMN33450092	From PRJNA938932 GCA_030205585.1;
Escherichia-coli-GCF_030205595-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205595-1/assembly.fa		GCA_030205595.1	SAMN33450089	From PRJNA938932 GCA_030205595.1;
Escherichia-coli-GCF_030205625-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205625-1/assembly.fa		GCA_030205625.1	SAMN33450088	From PRJNA938932 GCA_030205625.1;
Escherichia-coli-GCF_030205655-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205655-1/assembly.fa		GCA_030205655.1	SAMN33450087	From PRJNA938932 GCA_030205655.1;
Escherichia-coli-GCF_030205675-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205675-1/assembly.fa		GCA_030205675.1	SAMN33450086	From PRJNA938932 GCA_030205675.1;
Escherichia-coli-GCF_030205695-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205695-1/assembly.fa		GCA_030205695.1	SAMN33450083	From PRJNA938932 GCA_030205695.1;
Escherichia-coli-GCF_030205705-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205705-1/assembly.fa		GCA_030205705.1	SAMN33450084	From PRJNA938932 GCA_030205705.1;
Escherichia-coli-GCF_030205715-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205715-1/assembly.fa		GCA_030205715.1	SAMN33450085	From PRJNA938932 GCA_030205715.1;
Escherichia-coli-GCF_030205755-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205755-1/assembly.fa		GCA_030205755.1	SAMN33450082	From PRJNA938932 GCA_030205755.1;
Escherichia-coli-GCF_030205775-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205775-1/assembly.fa		GCA_030205775.1	SAMN33450081	From PRJNA938932 GCA_030205775.1;
Escherichia-coli-GCF_030205795-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205795-1/assembly.fa		GCA_030205795.1	SAMN33450080	From PRJNA938932 GCA_030205795.1;
Escherichia-coli-GCF_030205815-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205815-1/assembly.fa		GCA_030205815.1	SAMN33450078	From PRJNA938932 GCA_030205815.1;
Escherichia-coli-GCF_030205835-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205835-1/assembly.fa		GCA_030205835.1	SAMN33450079	From PRJNA938932 GCA_030205835.1;
Escherichia-coli-GCF_030205855-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205855-1/assembly.fa		GCA_030205855.1	SAMN33450077	From PRJNA938932 GCA_030205855.1;
Escherichia-coli-GCF_030205875-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205875-1/assembly.fa		GCA_030205875.1	SAMN33450076	From PRJNA938932 GCA_030205875.1;
Escherichia-coli-GCF_030205895-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205895-1/assembly.fa		GCA_030205895.1	SAMN33450074	From PRJNA938932 GCA_030205895.1;
Escherichia-coli-GCF_030205915-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205915-1/assembly.fa		GCA_030205915.1	SAMN33450075	From PRJNA938932 GCA_030205915.1;
Escherichia-coli-GCF_030205935-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205935-1/assembly.fa		GCA_030205935.1	SAMN33450072	From PRJNA938932 GCA_030205935.1;
Escherichia-coli-GCF_030205945-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205945-1/assembly.fa		GCA_030205945.1	SAMN33450073	From PRJNA938932 GCA_030205945.1;
Escherichia-coli-GCF_030205975-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205975-1/assembly.fa		GCA_030205975.1	SAMN33450071	From PRJNA938932 GCA_030205975.1;
Escherichia-coli-GCF_030205995-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030205995-1/assembly.fa		GCA_030205995.1	SAMN33450070	From PRJNA938932 GCA_030205995.1;
Escherichia-coli-GCF_030206005-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206005-1/assembly.fa		GCA_030206005.1	SAMN33450069	From PRJNA938932 GCA_030206005.1;
Escherichia-coli-GCF_030206025-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206025-1/assembly.fa		GCA_030206025.1	SAMN33450068	From PRJNA938932 GCA_030206025.1;
Escherichia-coli-GCF_030206045-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206045-1/assembly.fa		GCA_030206045.1	SAMN33450067	From PRJNA938932 GCA_030206045.1;
Escherichia-coli-GCF_030206075-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206075-1/assembly.fa		GCA_030206075.1	SAMN33450066	From PRJNA938932 GCA_030206075.1;
Escherichia-coli-GCF_030206095-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206095-1/assembly.fa		GCA_030206095.1	SAMN33450064	From PRJNA938932 GCA_030206095.1;
Escherichia-coli-GCF_030206105-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206105-1/assembly.fa		GCA_030206105.1	SAMN33450065	From PRJNA938932 GCA_030206105.1;
Escherichia-coli-GCF_030206115-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206115-1/assembly.fa		GCA_030206115.1	SAMN33450062	From PRJNA938932 GCA_030206115.1;
Escherichia-coli-GCF_030206125-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206125-1/assembly.fa		GCA_030206125.1	SAMN33450063	From PRJNA938932 GCA_030206125.1;
Escherichia-coli-GCF_030206175-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206175-1/assembly.fa		GCA_030206175.1	SAMN33450061	From PRJNA938932 GCA_030206175.1;
Escherichia-coli-GCF_030206195-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206195-1/assembly.fa		GCA_030206195.1	SAMN33450058	From PRJNA938932 GCA_030206195.1;
Escherichia-coli-GCF_030206215-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206215-1/assembly.fa		GCA_030206215.1	SAMN33450060	From PRJNA938932 GCA_030206215.1;
Escherichia-coli-GCF_030206225-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206225-1/assembly.fa		GCA_030206225.1	SAMN33450059	From PRJNA938932 GCA_030206225.1;
Escherichia-coli-GCF_030206235-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206235-1/assembly.fa		GCA_030206235.1	SAMN33450057	From PRJNA938932 GCA_030206235.1;
Escherichia-coli-GCF_030206275-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206275-1/assembly.fa		GCA_030206275.1	SAMN33450055	From PRJNA938932 GCA_030206275.1;
Escherichia-coli-GCF_030206285-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030206285-1/assembly.fa		GCA_030206285.1	SAMN33450056	From PRJNA938932 GCA_030206285.1;
Escherichia-coli-GCF_030219785-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219785-1/assembly.fa		GCA_030219785.1	SAMN33450372	From PRJNA938932 GCA_030219785.1;
Escherichia-coli-GCF_030219805-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219805-1/assembly.fa		GCA_030219805.1	SAMN33450131	From PRJNA938932 GCA_030219805.1;
Escherichia-coli-GCF_030219825-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219825-1/assembly.fa		GCA_030219825.1	SAMN33450126	From PRJNA938932 GCA_030219825.1;
Escherichia-coli-GCF_030219845-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219845-1/assembly.fa		GCA_030219845.1	SAMN33450124	From PRJNA938932 GCA_030219845.1;
Escherichia-coli-GCF_030219865-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219865-1/assembly.fa		GCA_030219865.1	SAMN33450123	From PRJNA938932 GCA_030219865.1;
Escherichia-coli-GCF_030219885-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219885-1/assembly.fa		GCA_030219885.1	SAMN33450125	From PRJNA938932 GCA_030219885.1;
Escherichia-coli-GCF_030219905-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030219905-1/assembly.fa		GCA_030219905.1	SAMN33450115	From PRJNA938932 GCA_030219905.1;
Escherichia-coli-GCF_030234805-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234805-1/assembly.fa		GCA_030234805.1	SAMN33450463	From PRJNA938932 GCA_030234805.1;
Escherichia-coli-GCF_030234825-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234825-1/assembly.fa		GCA_030234825.1	SAMN33450462	From PRJNA938932 GCA_030234825.1;
Escherichia-coli-GCF_030234845-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234845-1/assembly.fa		GCA_030234845.1	SAMN33450459	From PRJNA938932 GCA_030234845.1;
Escherichia-coli-GCF_030234865-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234865-1/assembly.fa		GCA_030234865.1	SAMN33450461	From PRJNA938932 GCA_030234865.1;
Escherichia-coli-GCF_030234885-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234885-1/assembly.fa		GCA_030234885.1	SAMN33450460	From PRJNA938932 GCA_030234885.1;
Escherichia-coli-GCF_030234905-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234905-1/assembly.fa		GCA_030234905.1	SAMN33450458	From PRJNA938932 GCA_030234905.1;
Escherichia-coli-GCF_030234925-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234925-1/assembly.fa		GCA_030234925.1	SAMN33450456	From PRJNA938932 GCA_030234925.1;
Escherichia-coli-GCF_030234945-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234945-1/assembly.fa		GCA_030234945.1	SAMN33450457	From PRJNA938932 GCA_030234945.1;
Escherichia-coli-GCF_030234965-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030234965-1/assembly.fa		GCA_030234965.1	SAMN33450455	From PRJNA938932 GCA_030234965.1;
Escherichia-coli-GCF_030235005-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030235005-1/assembly.fa		GCA_030235005.1	SAMN33450454	From PRJNA938932 GCA_030235005.1;
Escherichia-coli-GCF_030239735-1	102506	raw/genomes/ncbi/Escherichia-coli-GCF_030239735-1/assembly.fa		GCA_030239735.1	SAMN33450464	From PRJNA938932 GCA_030239735.1;
Faecalibacterium-prausnitzii-D-GCF_000166035-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_000166035-1/assembly.fa		ASM16603v1	SAMN00189147	GTDB Accession RS_GCF_000166035.1;
Faecalibacterium-prausnitzii-D-GCF_002549755-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_002549755-1/assembly.fa		ASM254975v1	SAMN07350054	GTDB Accession RS_GCF_002549755.1;
Faecalibacterium-prausnitzii-D-GCF_002549895-2	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_002549895-2/assembly.fa		ASM254989v2	SAMN07350069	GTDB Accession RS_GCF_002549895.2;
Faecalibacterium-prausnitzii-D-GCF_002549905-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_002549905-1/assembly.fa		ASM254990v1	SAMN07350465	GTDB Accession RS_GCF_002549905.1;
Faecalibacterium-prausnitzii-D-GCF_003478175-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_003478175-1/assembly.fa		ASM347817v1	SAMN09736700	GTDB Accession RS_GCF_003478175.1;
Faecalibacterium-prausnitzii-D-GCF_003529935-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_003529935-1/assembly.fa		ASM352993v1	SAMN08020128	GTDB Accession GB_GCA_003529935.1;
Faecalibacterium-prausnitzii-D-GCF_003603005-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_003603005-1/assembly.fa		ASM360300v1	SAMN09734523	GTDB Accession RS_GCF_003603005.1;
Faecalibacterium-prausnitzii-D-GCF_003603345-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_003603345-1/assembly.fa		ASM360334v1	SAMN09736571	GTDB Accession RS_GCF_003603345.1;
Faecalibacterium-prausnitzii-D-GCF_003604105-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_003604105-1/assembly.fa		ASM360410v1	SAMN09734204	GTDB Accession RS_GCF_003604105.1;
Faecalibacterium-prausnitzii-D-GCF_008672345-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_008672345-1/assembly.fa		ASM867234v1	SAMN10316553	GTDB Accession GB_GCA_008672345.1;
Faecalibacterium-prausnitzii-D-GCF_008672495-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_008672495-1/assembly.fa		ASM867249v1	SAMN10316547	GTDB Accession GB_GCA_008672495.1;
Faecalibacterium-prausnitzii-D-GCF_008672695-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_008672695-1/assembly.fa		ASM867269v1	SAMN10316537	GTDB Accession GB_GCA_008672695.1;
Faecalibacterium-prausnitzii-D-GCF_008680155-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_008680155-1/assembly.fa		ASM868015v1	SAMN06546858	GTDB Accession GB_GCA_008680155.1;
Faecalibacterium-prausnitzii-D-GCF_008681055-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_008681055-1/assembly.fa		ASM868105v1	SAMN06546814	GTDB Accession GB_GCA_008681055.1;
Faecalibacterium-prausnitzii-D-GCF_009679665-1	102272	raw/genomes/gtdb/Faecalibacterium-prausnitzii-D-GCF_009679665-1/assembly.fa		ASM967966v1	SAMN11946087	GTDB Accession RS_GCF_009679665.1;
